Datum;Uhrzeit;Biomasse[MWh];Wasserkraft[MWh];Wind Offshore[MWh];Wind Onshore[MWh];Photovoltaik[MWh];Sonstige Erneuerbare[MWh];Kernenergie[MWh];Braunkohle[MWh];Steinkohle[MWh];Erdgas[MWh];Pumpspeicher[MWh];Sonstige Konventionelle[MWh]
02.07.2021;05:00;1.096;567;212;1.269;14;35;1.655;2.982;1.120;1.828;21;355
02.07.2021;05:15;1.092;564;222;1.246;38;35;1.654;2.984;1.167;1.828;26;356
02.07.2021;05:30;1.098;565;232;1.229;48;35;1.656;2.992;1.253;1.861;21;355
02.07.2021;05:45;1.096;590;233;1.218;79;35;1.657;2.979;1.316;1.915;18;354
02.07.2021;06:00;1.101;582;230;1.194;152;35;1.655;2.967;1.384;1.966;82;334
02.07.2021;06:15;1.100;609;225;1.152;247;35;1.658;2.999;1.484;1.987;167;335
02.07.2021;06:30;1.101;599;222;1.096;367;35;1.657;3.004;1.559;1.996;190;334
02.07.2021;06:45;1.099;611;219;1.077;510;35;1.656;2.995;1.586;2.022;367;336
02.07.2021;07:00;1.100;624;227;1.079;682;35;1.657;2.968;1.602;2.034;406;338
02.07.2021;07:15;1.102;597;215;1.067;868;35;1.658;3.002;1.627;2.054;531;336
02.07.2021;07:30;1.103;597;195;1.073;1.080;35;1.658;3.059;1.644;2.072;584;336
02.07.2021;07:45;1.103;596;163;1.092;1.326;35;1.658;3.080;1.659;2.082;602;339
02.07.2021;08:00;1.105;607;162;1.063;1.589;35;1.659;3.096;1.655;2.063;663;341
02.07.2021;08:15;1.105;585;169;1.032;1.858;35;1.660;3.108;1.657;2.041;633;339
02.07.2021;08:30;1.106;570;173;1.045;2.128;35;1.659;3.115;1.660;2.042;492;337
02.07.2021;08:45;1.107;554;187;1.047;2.430;35;1.659;3.130;1.646;2.019;337;336
02.07.2021;09:00;1.107;567;215;1.055;2.703;35;1.659;3.150;1.653;2.025;637;338
02.07.2021;09:15;1.108;567;222;1.055;2.970;35;1.659;3.144;1.655;2.041;372;338
02.07.2021;09:30;1.104;571;214;1.078;3.224;35;1.659;3.139;1.625;2.047;335;338
02.07.2021;09:45;1.099;553;211;1.087;3.486;35;1.660;3.154;1.568;2.028;247;338
02.07.2021;10:00;1.100;578;206;1.119;3.720;35;1.660;3.157;1.535;2.040;317;338
02.07.2021;10:15;1.106;562;220;1.102;3.911;35;1.659;3.148;1.504;2.037;149;340
02.07.2021;10:30;1.106;556;224;1.097;4.119;35;1.658;3.143;1.484;2.030;122;338
02.07.2021;10:45;1.108;556;216;1.105;4.323;35;1.656;3.147;1.451;2.036;106;337
02.07.2021;11:00;1.109;568;215;1.115;4.502;35;1.656;3.158;1.372;2.041;193;338
02.07.2021;11:15;1.110;567;194;1.151;4.687;35;1.656;3.150;1.350;2.032;165;339
02.07.2021;11:30;1.112;567;182;1.162;4.842;35;1.656;3.145;1.346;2.042;183;339
02.07.2021;11:45;1.115;561;188;1.144;5.037;35;1.655;3.134;1.338;2.044;125;337
02.07.2021;12:00;1.116;591;195;1.179;5.177;35;1.656;3.134;1.329;2.025;301;338
02.07.2021;12:15;1.118;570;190;1.225;5.255;35;1.655;3.124;1.305;2.013;192;338
02.07.2021;12:30;1.117;569;188;1.279;5.412;35;1.655;3.115;1.285;2.016;147;337
02.07.2021;12:45;1.115;558;188;1.328;5.472;35;1.654;3.108;1.258;2.009;46;336
02.07.2021;13:00;1.123;589;190;1.380;5.541;35;1.654;3.099;1.237;2.006;234;331
02.07.2021;13:15;1.119;565;181;1.447;5.577;35;1.654;3.099;1.230;2.011;68;332
02.07.2021;13:30;1.122;578;174;1.468;5.671;35;1.652;3.091;1.215;2.014;43;336
02.07.2021;13:45;1.122;561;168;1.492;5.738;35;1.652;3.069;1.207;1.963;25;337
02.07.2021;14:00;1.121;598;155;1.519;5.721;35;1.651;3.067;1.203;1.846;23;337
02.07.2021;14:15;1.117;584;140;1.512;5.719;35;1.653;3.069;1.202;1.850;41;338
02.07.2021;14:30;1.119;577;140;1.523;5.687;35;1.652;3.061;1.182;1.857;40;336
02.07.2021;14:45;1.116;570;123;1.517;5.691;35;1.653;3.055;1.178;1.855;36;327
02.07.2021;15:00;1.113;566;118;1.512;5.616;35;1.652;3.060;1.177;1.789;29;323
02.07.2021;15:15;1.112;564;112;1.532;5.561;35;1.653;3.059;1.174;1.779;25;326
02.07.2021;15:30;1.109;564;98;1.542;5.470;35;1.652;3.061;1.175;1.751;23;335
02.07.2021;15:45;1.108;555;98;1.542;5.284;35;1.653;3.070;1.173;1.757;20;338
02.07.2021;16:00;1.106;552;108;1.559;5.126;35;1.652;3.050;1.188;1.736;21;354
02.07.2021;16:15;1.108;554;132;1.524;4.995;35;1.651;3.066;1.212;1.714;23;353
02.07.2021;16:30;1.107;568;131;1.529;4.790;35;1.650;3.046;1.205;1.750;22;353
02.07.2021;16:45;1.106;585;125;1.513;4.556;35;1.650;3.060;1.239;1.765;23;353
02.07.2021;17:00;1.103;557;107;1.506;4.354;35;1.650;3.064;1.277;1.755;23;355
02.07.2021;17:15;1.102;583;103;1.485;4.082;35;1.649;3.087;1.288;1.745;26;356
02.07.2021;17:30;1.107;590;108;1.455;3.785;35;1.649;3.094;1.310;1.787;44;356
02.07.2021;17:45;1.107;591;116;1.411;3.489;35;1.649;3.086;1.334;1.864;247;355
02.07.2021;18:00;1.107;552;125;1.377;3.145;35;1.650;3.046;1.328;1.917;80;355
02.07.2021;18:15;1.106;578;123;1.368;2.784;35;1.648;3.048;1.329;1.876;134;356
02.07.2021;18:30;1.108;606;120;1.337;2.398;35;1.651;3.070;1.342;1.886;126;356
02.07.2021;18:45;1.104;636;116;1.264;2.041;35;1.651;3.075;1.349;1.938;305;357
02.07.2021;19:00;1.105;588;110;1.228;1.704;35;1.650;3.042;1.369;1.962;246;360
02.07.2021;19:15;1.108;614;99;1.171;1.390;35;1.651;3.055;1.376;1.960;335;360
02.07.2021;19:30;1.107;621;102;1.074;1.107;35;1.651;3.067;1.384;1.980;441;355
02.07.2021;19:45;1.110;628;99;1.001;867;35;1.651;3.070;1.390;1.996;582;356
02.07.2021;20:00;1.110;599;94;929;653;35;1.651;3.063;1.403;2.007;708;359
02.07.2021;20:15;1.109;587;81;894;472;35;1.652;3.066;1.401;2.008;697;358
02.07.2021;20:30;1.108;587;77;855;315;35;1.656;3.062;1.414;2.013;686;355
02.07.2021;20:45;1.110;609;79;828;189;35;1.655;3.068;1.422;2.007;650;350
02.07.2021;21:00;1.108;625;95;836;98;35;1.655;3.065;1.425;1.988;633;350
02.07.2021;21:15;1.112;618;112;855;37;35;1.656;3.053;1.423;1.994;502;353
02.07.2021;21:30;1.107;591;120;895;10;35;1.657;3.040;1.416;1.964;336;353
02.07.2021;21:45;1.108;584;135;911;2;35;1.657;3.039;1.433;1.880;301;354
02.07.2021;22:00;1.108;617;146;948;0;35;1.657;3.063;1.452;1.868;320;354
02.07.2021;22:15;1.106;582;154;953;0;35;1.658;3.058;1.453;1.860;173;355
02.07.2021;22:30;1.106;573;139;965;0;35;1.658;3.058;1.453;1.821;209;354
02.07.2021;22:45;1.104;554;117;965;0;35;1.659;3.058;1.461;1.817;99;353
02.07.2021;23:00;1.105;615;115;940;0;35;1.660;3.058;1.424;1.859;414;354
02.07.2021;23:15;1.106;609;117;931;0;35;1.659;3.050;1.394;1.868;146;354
02.07.2021;23:30;1.114;600;135;914;0;35;1.658;3.054;1.378;1.843;134;354
02.07.2021;23:45;1.115;565;131;922;0;35;1.658;3.038;1.363;1.740;94;354
03.07.2021;00:00;1.116;573;126;925;0;35;1.658;2.998;1.257;1.412;197;357
03.07.2021;00:15;1.118;591;118;917;0;35;1.659;2.997;1.213;1.360;160;358
03.07.2021;00:30;1.118;584;110;909;0;35;1.659;2.999;1.157;1.233;153;358
03.07.2021;00:45;1.115;551;102;895;0;35;1.658;3.005;1.098;1.226;86;359
03.07.2021;01:00;1.115;586;95;895;0;35;1.658;3.004;1.078;1.196;75;357
03.07.2021;01:15;1.112;567;92;879;0;35;1.661;2.995;1.053;1.190;78;354
03.07.2021;01:30;1.117;544;88;864;0;35;1.660;2.994;1.030;1.163;69;354
03.07.2021;01:45;1.116;565;92;846;0;35;1.660;2.979;1.029;1.115;39;354
03.07.2021;02:00;1.119;566;100;825;0;35;1.661;2.949;1.018;1.041;23;354
03.07.2021;02:15;1.114;549;97;822;0;35;1.661;2.921;1.021;1.038;22;352
03.07.2021;02:30;1.113;547;96;821;0;35;1.661;2.909;1.028;1.038;14;352
03.07.2021;02:45;1.109;551;92;819;0;35;1.655;2.906;1.019;1.002;8;349
03.07.2021;03:00;1.108;542;85;792;0;35;1.660;2.908;961;942;29;345
03.07.2021;03:15;1.112;540;82;762;0;35;1.661;2.902;950;942;37;350
03.07.2021;03:30;1.110;551;72;738;0;35;1.662;2.901;944;940;71;353
03.07.2021;03:45;1.105;544;68;712;0;35;1.662;2.909;939;939;74;354
03.07.2021;04:00;1.107;566;70;661;0;35;1.662;2.918;959;904;133;353
03.07.2021;04:15;1.105;564;65;626;0;35;1.662;2.925;960;911;127;351
03.07.2021;04:30;1.108;582;60;593;1;35;1.663;2.920;958;905;150;352
03.07.2021;04:45;1.114;566;70;566;2;35;1.663;2.930;958;904;118;353
03.07.2021;05:00;1.116;564;70;561;12;35;1.663;2.934;967;929;70;352
03.07.2021;05:15;1.111;546;65;551;37;35;1.664;2.935;987;945;53;354
03.07.2021;05:30;1.115;528;65;553;84;35;1.664;2.927;990;946;31;351
03.07.2021;05:45;1.117;536;62;553;181;35;1.664;2.920;1.021;946;26;349
03.07.2021;06:00;1.116;562;64;541;319;35;1.665;2.930;1.033;936;24;360
03.07.2021;06:15;1.111;549;58;525;496;35;1.665;2.931;1.030;934;23;361
03.07.2021;06:30;1.106;530;49;501;712;35;1.664;2.927;1.000;927;25;361
03.07.2021;06:45;1.103;529;48;474;976;35;1.665;2.927;981;937;25;359
03.07.2021;07:00;1.104;567;45;456;1.283;35;1.666;2.938;1.010;968;70;359
03.07.2021;07:15;1.112;527;38;408;1.635;35;1.666;2.955;990;960;45;360
03.07.2021;07:30;1.106;523;38;371;2.011;35;1.666;2.953;992;957;43;360
03.07.2021;07:45;1.109;522;32;345;2.404;35;1.666;2.956;988;958;34;359
03.07.2021;08:00;1.113;556;24;339;2.833;35;1.653;2.945;1.008;941;122;362
03.07.2021;08:15;1.111;549;20;324;3.282;35;1.626;2.946;1.024;901;117;363
03.07.2021;08:30;1.112;538;19;328;3.717;35;1.607;2.945;1.027;852;151;363
03.07.2021;08:45;1.114;532;18;340;4.191;35;1.604;2.946;1.030;836;122;364
03.07.2021;09:00;1.111;582;18;344;4.636;35;1.600;2.941;1.016;832;265;364
03.07.2021;09:15;1.113;530;19;363;5.040;35;1.599;2.928;1.014;829;150;362
03.07.2021;09:30;1.114;528;20;374;5.471;35;1.599;2.923;1.033;835;74;362
03.07.2021;09:45;1.114;544;20;379;5.807;35;1.599;2.925;1.059;830;57;361
03.07.2021;10:00;1.109;607;19;395;6.142;35;1.598;2.929;1.082;823;218;368
03.07.2021;10:15;1.116;548;18;395;6.405;35;1.597;2.928;1.088;827;205;370
03.07.2021;10:30;1.115;541;18;394;6.658;35;1.598;2.928;1.089;816;168;371
03.07.2021;10:45;1.120;548;19;397;6.872;34;1.598;2.926;1.090;819;123;370
03.07.2021;11:00;1.118;567;19;405;7.027;34;1.598;2.933;1.119;794;108;368
03.07.2021;11:15;1.115;535;18;412;7.203;34;1.598;2.925;1.130;804;109;368
03.07.2021;11:30;1.116;545;15;436;7.319;34;1.596;2.920;1.129;798;108;369
03.07.2021;11:45;1.117;532;14;438;7.431;34;1.596;2.910;1.120;790;35;372
03.07.2021;12:00;1.110;552;13;447;7.479;34;1.595;2.881;1.084;754;37;374
03.07.2021;12:15;1.112;550;12;443;7.563;34;1.595;2.872;1.054;756;16;373
03.07.2021;12:30;1.116;547;9;437;7.620;34;1.595;2.872;1.038;764;17;371
03.07.2021;12:45;1.114;547;9;426;7.675;34;1.593;2.860;1.009;754;13;376
03.07.2021;13:00;1.121;564;9;421;7.712;34;1.595;2.889;975;725;17;376
03.07.2021;13:15;1.118;580;8;414;7.692;34;1.596;2.880;931;724;0;371
03.07.2021;13:30;1.114;587;7;405;7.721;34;1.597;2.889;903;722;0;368
03.07.2021;13:45;1.107;567;6;397;7.620;34;1.596;2.885;900;714;0;373
03.07.2021;14:00;1.112;585;6;370;7.496;34;1.605;2.885;940;734;14;378
03.07.2021;14:15;1.105;575;6;349;7.357;34;1.606;2.884;952;735;49;376
03.07.2021;14:30;1.107;596;7;339;7.203;34;1.614;2.886;994;728;83;376
03.07.2021;14:45;1.107;568;7;332;7.042;34;1.634;2.887;1.032;735;84;377
03.07.2021;15:00;1.106;523;7;310;6.825;34;1.636;2.895;1.040;748;10;376
03.07.2021;15:15;1.107;530;6;294;6.630;34;1.638;2.901;1.042;780;8;377
03.07.2021;15:30;1.106;548;5;288;6.344;34;1.643;2.915;1.051;788;23;377
03.07.2021;15:45;1.104;590;6;283;6.099;34;1.636;2.908;1.070;787;65;377
03.07.2021;16:00;1.103;547;7;277;5.835;34;1.636;2.905;1.090;782;12;376
03.07.2021;16:15;1.099;553;10;272;5.495;34;1.634;2.912;1.102;793;10;374
03.07.2021;16:30;1.097;561;13;271;5.196;34;1.639;2.940;1.122;822;12;377
03.07.2021;16:45;1.099;565;14;261;4.848;34;1.643;2.960;1.154;865;38;377
03.07.2021;17:00;1.098;534;15;248;4.510;34;1.639;2.970;1.189;949;18;377
03.07.2021;17:15;1.097;569;22;234;4.102;34;1.641;2.995;1.198;998;23;375
03.07.2021;17:30;1.101;573;24;229;3.722;34;1.643;3.004;1.205;1.068;49;375
03.07.2021;17:45;1.100;604;26;235;3.342;34;1.644;3.005;1.201;1.180;162;375
03.07.2021;18:00;1.097;526;28;235;2.956;34;1.643;2.994;1.199;1.277;81;375
03.07.2021;18:15;1.101;576;29;224;2.569;34;1.644;3.001;1.219;1.279;83;375
03.07.2021;18:30;1.099;591;34;218;2.185;34;1.644;3.007;1.225;1.341;300;374
03.07.2021;18:45;1.097;599;42;216;1.823;34;1.642;3.000;1.226;1.374;556;375
03.07.2021;19:00;1.101;557;39;216;1.511;34;1.642;3.001;1.263;1.381;382;374
03.07.2021;19:15;1.103;553;40;217;1.202;35;1.643;3.012;1.262;1.375;465;375
03.07.2021;19:30;1.100;572;39;213;950;35;1.644;3.003;1.262;1.385;653;376
03.07.2021;19:45;1.101;584;39;215;735;35;1.645;3.002;1.260;1.384;751;379
03.07.2021;20:00;1.103;578;36;219;561;35;1.646;2.998;1.258;1.394;620;376
03.07.2021;20:15;1.106;589;34;215;399;35;1.650;3.004;1.257;1.397;660;377
03.07.2021;20:30;1.106;597;41;202;255;35;1.650;3.004;1.254;1.396;748;376
03.07.2021;20:45;1.104;567;46;201;146;35;1.651;3.005;1.253;1.404;689;378
03.07.2021;21:00;1.110;561;55;210;72;35;1.651;3.002;1.253;1.407;619;377
03.07.2021;21:15;1.105;547;55;225;24;35;1.649;3.003;1.253;1.407;536;379
03.07.2021;21:30;1.111;547;55;239;6;35;1.649;3.000;1.253;1.407;449;382
03.07.2021;21:45;1.106;551;59;245;1;35;1.650;3.006;1.250;1.406;411;379
03.07.2021;22:00;1.105;551;63;246;0;35;1.652;3.008;1.249;1.405;456;378
03.07.2021;22:15;1.107;541;66;257;0;35;1.652;2.999;1.245;1.414;230;379
03.07.2021;22:30;1.107;540;67;286;0;35;1.652;3.003;1.239;1.408;176;383
03.07.2021;22:45;1.104;539;72;315;0;35;1.651;3.003;1.235;1.367;122;382
03.07.2021;23:00;1.108;576;79;327;0;35;1.651;3.006;1.194;1.387;265;382
03.07.2021;23:15;1.121;540;82;335;0;35;1.650;2.997;1.192;1.336;129;380
03.07.2021;23:30;1.117;534;89;352;0;35;1.650;3.003;1.173;1.299;128;380
03.07.2021;23:45;1.106;529;96;373;0;35;1.646;3.002;1.145;1.301;89;378
04.07.2021;00:00;1.104;614;104;387;0;35;1.646;3.009;1.089;1.184;154;387
04.07.2021;00:15;1.103;562;107;396;0;35;1.647;3.006;1.054;1.197;81;386
04.07.2021;00:30;1.112;539;113;391;0;35;1.646;2.999;1.048;1.127;45;385
04.07.2021;00:45;1.109;560;123;392;0;35;1.646;2.986;1.046;1.038;26;386
04.07.2021;01:00;1.098;578;119;383;0;35;1.646;2.955;1.039;977;88;386
04.07.2021;01:15;1.096;541;109;370;0;35;1.645;2.931;1.044;970;83;383
04.07.2021;01:30;1.103;529;101;385;0;35;1.645;2.930;1.031;968;56;381
04.07.2021;01:45;1.105;532;96;390;0;35;1.644;2.905;1.003;968;35;381
04.07.2021;02:00;1.105;589;84;376;0;35;1.647;2.845;960;974;108;382
04.07.2021;02:15;1.103;564;70;359;0;35;1.648;2.830;967;977;71;381
04.07.2021;02:30;1.104;557;63;346;0;35;1.648;2.823;966;968;63;382
04.07.2021;02:45;1.105;529;63;331;0;35;1.647;2.811;967;957;26;382
04.07.2021;03:00;1.105;567;60;326;0;35;1.647;2.763;987;974;142;380
04.07.2021;03:15;1.104;561;55;321;0;35;1.648;2.756;994;979;159;381
04.07.2021;03:30;1.105;550;51;308;0;35;1.648;2.771;995;971;143;381
04.07.2021;03:45;1.099;532;52;297;0;35;1.646;2.788;1.002;966;119;383
04.07.2021;04:00;1.100;560;55;284;0;35;1.648;2.852;975;964;45;384
04.07.2021;04:15;1.099;541;57;292;0;35;1.648;2.862;975;973;68;383
04.07.2021;04:30;1.096;540;57;294;1;35;1.648;2.878;973;964;45;382
04.07.2021;04:45;1.098;537;58;313;2;35;1.648;2.884;973;980;20;382
04.07.2021;05:00;1.097;577;58;323;14;35;1.648;2.896;974;1.010;46;382
04.07.2021;05:15;1.094;544;58;328;49;35;1.648;2.895;974;999;12;379
04.07.2021;05:30;1.095;545;58;343;84;35;1.612;2.891;982;997;10;380
04.07.2021;05:45;1.094;539;53;328;146;35;1.567;2.888;980;1.037;12;382
04.07.2021;06:00;1.094;542;46;319;252;35;1.568;2.895;979;1.017;15;380
04.07.2021;06:15;1.073;515;39;315;387;35;1.568;2.891;978;1.010;10;379
04.07.2021;06:30;1.055;529;39;295;561;35;1.568;2.895;984;1.014;3;379
04.07.2021;06:45;1.086;559;36;278;763;35;1.568;2.900;987;1.018;3;378
04.07.2021;07:00;1.094;538;34;247;1.001;35;1.568;2.896;999;1.035;23;379
04.07.2021;07:15;1.100;525;34;223;1.255;35;1.569;2.894;997;1.015;23;376
04.07.2021;07:30;1.100;522;28;187;1.529;35;1.570;2.895;998;1.027;25;378
04.07.2021;07:45;1.100;524;18;149;1.841;35;1.618;2.892;984;1.030;6;378
04.07.2021;08:00;1.102;529;16;117;2.169;35;1.649;2.879;934;1.030;25;378
04.07.2021;08:15;1.104;516;21;93;2.502;35;1.651;2.870;940;1.034;24;377
04.07.2021;08:30;1.111;519;19;77;2.869;35;1.650;2.868;947;1.030;34;377
04.07.2021;08:45;1.108;519;15;61;3.260;35;1.651;2.859;942;1.019;5;378
04.07.2021;09:00;1.111;556;16;48;3.672;35;1.649;2.863;953;960;24;376
04.07.2021;09:15;1.108;539;14;43;4.021;35;1.650;2.864;940;940;19;376
04.07.2021;09:30;1.110;529;13;44;4.355;35;1.650;2.861;938;891;12;377
04.07.2021;09:45;1.113;517;16;43;4.662;35;1.651;2.865;899;841;22;377
04.07.2021;10:00;1.112;548;22;45;4.936;35;1.649;2.886;898;815;48;375
04.07.2021;10:15;1.115;510;20;48;5.177;35;1.647;2.894;884;809;26;376
04.07.2021;10:30;1.115;516;17;52;5.395;35;1.647;2.894;858;794;3;375
04.07.2021;10:45;1.119;530;16;56;5.537;35;1.647;2.889;848;783;3;375
04.07.2021;11:00;1.118;509;14;65;5.760;35;1.647;2.893;808;759;7;375
04.07.2021;11:15;1.119;516;13;82;5.873;35;1.646;2.895;797;757;12;374
04.07.2021;11:30;1.118;541;13;100;5.935;35;1.647;2.890;798;757;24;375
04.07.2021;11:45;1.117;520;13;117;5.936;35;1.647;2.884;800;777;11;374
04.07.2021;12:00;1.121;568;13;136;5.895;35;1.645;2.863;823;825;70;374
04.07.2021;12:15;1.117;559;21;145;5.840;35;1.644;2.848;827;846;45;372
04.07.2021;12:30;1.119;564;22;171;5.881;35;1.643;2.838;828;855;41;372
04.07.2021;12:45;1.116;537;18;205;5.852;35;1.643;2.829;829;846;57;373
04.07.2021;13:00;1.116;513;13;268;5.861;35;1.643;2.831;786;800;11;376
04.07.2021;13:15;1.118;523;11;315;5.823;35;1.642;2.825;739;804;12;372
04.07.2021;13:30;1.115;540;11;335;5.757;35;1.640;2.831;694;809;15;374
04.07.2021;13:45;1.117;530;10;364;5.704;34;1.639;2.824;657;789;17;375
04.07.2021;14:00;1.115;542;9;388;5.573;34;1.642;2.827;616;768;18;375
04.07.2021;14:15;1.118;532;9;449;5.499;35;1.639;2.803;614;749;20;378
04.07.2021;14:30;1.116;533;8;491;5.394;35;1.640;2.807;618;751;32;377
04.07.2021;14:45;1.111;529;9;501;5.209;35;1.639;2.793;618;757;42;374
04.07.2021;15:00;1.110;515;10;596;5.048;34;1.639;2.744;618;787;12;374
04.07.2021;15:15;1.109;522;10;717;4.814;34;1.638;2.714;627;793;21;373
04.07.2021;15:30;1.108;527;16;741;4.562;34;1.638;2.685;664;790;31;373
04.07.2021;15:45;1.109;535;20;757;4.380;34;1.638;2.677;686;791;60;373
04.07.2021;16:00;1.105;522;23;782;4.157;34;1.636;2.699;680;791;18;373
04.07.2021;16:15;1.104;537;21;763;3.969;35;1.638;2.729;729;783;33;373
04.07.2021;16:30;1.106;555;19;782;3.753;35;1.639;2.743;805;797;39;372
04.07.2021;16:45;1.102;548;21;906;3.473;35;1.639;2.728;902;823;56;373
04.07.2021;17:00;1.099;541;19;950;3.199;35;1.633;2.714;963;829;5;373
04.07.2021;17:15;1.096;554;14;923;2.859;35;1.640;2.797;1.043;839;20;375
04.07.2021;17:30;1.103;551;12;898;2.535;35;1.642;2.885;1.095;855;102;375
04.07.2021;17:45;1.103;593;8;815;2.256;35;1.642;2.944;1.138;872;194;375
04.07.2021;18:00;1.104;522;14;806;2.065;35;1.641;2.956;1.156;856;106;377
04.07.2021;18:15;1.106;548;18;830;1.818;35;1.641;2.964;1.232;884;169;377
04.07.2021;18:30;1.103;561;19;833;1.609;35;1.641;2.982;1.348;889;280;377
04.07.2021;18:45;1.101;573;19;865;1.380;35;1.641;2.986;1.390;931;348;377
04.07.2021;19:00;1.104;539;25;955;1.165;35;1.639;2.952;1.448;986;190;377
04.07.2021;19:15;1.105;547;27;1.051;945;35;1.641;2.973;1.456;980;293;376
04.07.2021;19:30;1.102;552;32;1.117;763;35;1.641;2.986;1.458;987;337;377
04.07.2021;19:45;1.099;563;32;1.245;613;35;1.642;3.005;1.447;992;350;377
04.07.2021;20:00;1.108;558;40;1.242;472;35;1.643;2.991;1.471;1.025;278;380
04.07.2021;20:15;1.108;555;25;1.125;345;35;1.650;3.019;1.492;1.044;265;380
04.07.2021;20:30;1.109;547;28;1.068;236;35;1.651;3.021;1.496;1.075;171;378
04.07.2021;20:45;1.109;545;44;1.047;143;35;1.651;3.019;1.500;1.084;237;379
04.07.2021;21:00;1.113;580;65;1.101;75;35;1.651;3.003;1.521;1.096;658;378
04.07.2021;21:15;1.111;576;69;1.187;27;35;1.652;3.013;1.518;1.094;581;380
04.07.2021;21:30;1.115;559;57;1.236;5;35;1.652;3.015;1.526;1.103;519;380
04.07.2021;21:45;1.112;569;75;1.267;1;35;1.651;3.022;1.543;1.071;561;380
04.07.2021;22:00;1.118;592;103;1.300;0;35;1.651;3.017;1.551;1.125;674;379
04.07.2021;22:15;1.125;561;132;1.350;0;35;1.650;3.012;1.557;1.155;439;380
04.07.2021;22:30;1.121;565;109;1.402;0;35;1.649;3.013;1.562;1.174;499;381
04.07.2021;22:45;1.125;540;99;1.447;0;35;1.650;3.000;1.556;1.194;358;379
04.07.2021;23:00;1.127;586;103;1.496;0;35;1.651;3.013;1.486;1.204;444;381
04.07.2021;23:15;1.126;550;101;1.565;0;35;1.653;3.010;1.443;1.198;156;380
04.07.2021;23:30;1.127;538;112;1.586;0;35;1.653;3.019;1.383;1.178;116;380
04.07.2021;23:45;1.126;547;143;1.607;0;35;1.647;3.005;1.353;1.150;33;380
05.07.2021;00:00;1.127;553;158;1.618;0;35;1.648;2.999;1.292;963;43;386
05.07.2021;00:15;1.123;534;168;1.643;0;35;1.646;2.974;1.257;991;30;385
05.07.2021;00:30;1.119;529;176;1.637;0;35;1.647;2.976;1.199;985;12;386
05.07.2021;00:45;1.113;526;168;1.645;0;35;1.645;2.963;1.178;985;11;385
05.07.2021;01:00;1.110;519;156;1.660;0;35;1.648;2.953;1.143;947;93;385
05.07.2021;01:15;1.106;514;164;1.644;0;35;1.648;2.942;1.131;931;63;385
05.07.2021;01:30;1.115;515;176;1.617;0;35;1.649;2.944;1.112;922;39;385
05.07.2021;01:45;1.112;514;160;1.604;0;35;1.649;2.920;1.106;927;18;384
05.07.2021;02:00;1.110;516;137;1.572;0;35;1.651;2.882;1.115;977;55;386
05.07.2021;02:15;1.112;514;139;1.573;0;35;1.650;2.866;1.123;985;41;384
05.07.2021;02:30;1.110;515;152;1.557;0;35;1.650;2.867;1.138;987;22;385
05.07.2021;02:45;1.108;515;145;1.564;0;35;1.649;2.847;1.138;989;25;384
05.07.2021;03:00;1.110;520;139;1.581;0;35;1.651;2.850;1.128;948;10;383
05.07.2021;03:15;1.109;519;137;1.570;0;35;1.650;2.849;1.113;947;10;382
05.07.2021;03:30;1.110;519;136;1.566;0;35;1.649;2.843;1.108;944;10;380
05.07.2021;03:45;1.105;518;139;1.536;0;35;1.649;2.850;1.106;945;10;384
05.07.2021;04:00;1.105;517;148;1.499;0;35;1.649;2.893;1.064;938;10;386
05.07.2021;04:15;1.104;516;142;1.516;0;35;1.649;2.902;1.041;946;12;385
05.07.2021;04:30;1.104;532;126;1.531;1;35;1.650;2.919;1.053;940;15;384
05.07.2021;04:45;1.100;535;119;1.542;2;35;1.651;2.925;1.084;951;35;385
05.07.2021;05:00;1.102;518;108;1.534;11;35;1.653;2.920;1.121;1.013;37;385
05.07.2021;05:15;1.102;519;98;1.532;38;35;1.656;2.901;1.156;1.038;20;385
05.07.2021;05:30;1.102;542;79;1.506;68;35;1.656;2.911;1.229;1.065;63;383
05.07.2021;05:45;1.099;571;61;1.501;145;35;1.656;2.929;1.308;1.111;86;382
05.07.2021;06:00;1.097;546;62;1.436;257;35;1.657;2.910;1.397;1.222;28;376
05.07.2021;06:15;1.095;589;67;1.354;400;35;1.658;2.934;1.495;1.276;43;370
05.07.2021;06:30;1.093;586;71;1.262;566;35;1.658;2.932;1.576;1.364;115;376
05.07.2021;06:45;1.098;603;64;1.190;736;35;1.658;2.910;1.636;1.561;300;385
05.07.2021;07:00;1.097;543;52;1.106;920;35;1.658;2.902;1.689;1.691;402;385
05.07.2021;07:15;1.100;571;44;1.047;1.110;35;1.657;2.932;1.720;1.720;412;384
05.07.2021;07:30;1.105;612;62;974;1.330;35;1.657;2.939;1.741;1.741;638;381
05.07.2021;07:45;1.102;608;76;934;1.586;35;1.656;2.933;1.791;1.750;557;384
05.07.2021;08:00;1.104;620;80;907;1.838;35;1.656;2.918;1.833;1.744;649;386
05.07.2021;08:15;1.108;633;104;850;2.088;35;1.657;2.936;1.853;1.753;560;384
05.07.2021;08:30;1.107;618;123;819;2.311;35;1.655;2.930;1.867;1.772;540;385
05.07.2021;08:45;1.105;579;158;780;2.564;35;1.657;2.924;1.876;1.774;442;385
05.07.2021;09:00;1.107;591;206;758;2.791;35;1.657;2.935;1.883;1.768;599;387
